Client Name:,Bushy Tails,Job Number:,DUMMY-2026-0005-01,,,,,,,,,,,,,,,
Site Name:,Bristol,Report From:,,To:,,,,,,,,,,,,,,
Data Files:,"2025-DESNZ-Conversion-Factors-Activity 2025, 2025-DESNZ-Conversion-Factors-Activity 2025, 2022-DEFRA-Conversion-Factors-Spend 2022",,,,,,,,,,,,,,,,,
Scope,Category,Report Label,ID,UOM, [Mth1] , [Mth2] , [Mth3] , [Mth4] , [Mth5] , [Mth6] , [Mth7] , [Mth8] , [Mth9] , [Mth10] , [Mth11] , [Mth12] , Qty ,Notes
Scope 3,Business Travel,Hotel stay Malaysia ,29_600_4030_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Maldives ,29_600_4031_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Mexico ,29_600_4032_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Netherlands ,29_600_4033_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Oman ,29_600_4035_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Philippines ,29_600_4038_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Portugal ,29_600_4040_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Qatar ,29_600_4041_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Russian Federation ,29_600_4043_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Saudi Arabia ,29_600_4044_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Singapore ,29_600_4045_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay South Africa ,29_600_4046_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Spain ,29_600_4047_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Switzerland ,29_600_4048_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Thailand ,29_600_4050_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Turkey ,29_600_4051_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay United Arab Emirates ,29_600_4052_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay United States ,29_600_4053_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Vietnam ,29_600_4054_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Small car Diesel,25_301_3045_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Small car Petrol,25_301_3046_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Small car Unknown,25_301_3050_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Small car Plug-in Hybrid Electric Vehicle,25_301_3051_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Small car Battery Electric Vehicle,25_301_3052_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Medium car Diesel,25_301_3053_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Medium car Petrol,25_301_3054_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Medium car Unknown,25_301_3058_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Medium car Plug-in Hybrid Electric Vehicle,25_301_3059_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Medium car Battery Electric Vehicle,25_301_3060_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Large car Diesel,25_301_3061_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Large car Petrol,25_301_3062_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Large car Unknown,25_301_3066_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Large car Plug-in Hybrid Electric Vehicle,25_301_3067_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Large car Battery Electric Vehicle,25_301_3068_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Average car Diesel,25_301_3069_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Average car Petrol,25_301_3070_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Average car Unknown,25_301_3074_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Average car Plug-in Hybrid Electric Vehicle,25_301_3075_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Cars Average car Battery Electric Vehicle,25_301_3076_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Motorbike Small ,25_302_3077_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Motorbike Medium ,25_302_3078_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Motorbike Large ,25_302_3079_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Motorbike Average ,25_302_3080_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Rail National rail ,25_315_3147_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Rail International rail ,25_315_3148_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Rail Light rail and tram ,25_315_3149_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Rail London Underground ,25_315_3150_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Domestic, to/from UK Average passenger",21_316_3161_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Short-haul, to/from UK Economy class",21_316_3165_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Short-haul, to/from UK Business class",21_316_3167_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Average passenger",21_316_3169_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Economy class",21_316_3171_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Premium economy class",21_316_3173_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK Business class",21_316_3175_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights Long-haul, to/from UK First class",21_316_3177_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Average passenger",21_316_3179_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Economy class",21_316_3181_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Premium economy class",21_316_3183_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK Business class",21_316_3185_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK First class",21_316_3187_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Ferry Foot passenger ,23_318_3188_11_1,passenger.km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Ferry Car passenger ,23_318_3189_11_1,passenger.km,,,,,,,,,,,,, -   ,
Scope 3,Employee Commuting,Ferry Average (all passenger) ,23_318_3190_11_1,passenger.km,,,,,,,,,,,,, -   ,
Scope 3,Upstream Leased Assets,Rental and leasing services            ,SPEND-SIC-2022-77,GBP,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,"Land transport services and transport services via pipelines, excluding rail transport       ",SPEND-SIC-2022-49.3-5,GBP,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Diesel,27_303_3081_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Petrol,27_303_3082_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Battery Electric Vehicle,27_303_3087_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Diesel,27_303_3088_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Petrol,27_303_3089_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Battery Electric Vehicle,27_303_3094_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Diesel,27_303_3095_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Petrol,27_303_3096_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3100_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Battery Electric Vehicle,27_303_3101_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Diesel,27_303_3102_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Petrol,27_303_3103_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  CNG,27_303_3104_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  LPG,27_303_3105_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Unknown,27_303_3106_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3107_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Battery Electric Vehicle,27_303_3108_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_304_3112_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_304_3116_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Rigid (>17 tonnes)  Average laden,27_304_3120_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) All rigids  Average laden,27_304_3124_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Articulated (>3.5 - 33t)  Average laden,27_304_3128_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Articulated (>33t)  Average laden,27_304_3132_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) All artics  Average laden,27_304_3136_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) All HGVs  Average laden,27_304_3140_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_306_3112_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_306_3116_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>17 tonnes)  Average laden,27_306_3120_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) All rigids  Average laden,27_306_3124_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>3.5 - 33t)  Average laden,27_306_3128_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>33t)  Average laden,27_306_3132_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) All artics  Average laden,27_306_3136_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) All HGVs  Average laden,27_306_3140_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Downstream Leased Assets,Rental and leasing services            ,SPEND-SIC-2022-77,GBP,,,,,,,,,,,,, -   ,
Scope 3,Investments,Pensions,SPEND-SIC-2022-65.1-2,GBP,,,,,,,,,,,,, -   ,
