Client Name:,Bushy Tails,Job Number:,DUMMY-2026-0005-01,,,,,,,,,,,,,,,
Site Name:,Bristol,Report From:,,To:,,,,,,,,,,,,,,
Data Files:,"2025-DESNZ-Conversion-Factors-Activity 2025, 2025-DESNZ-Conversion-Factors-Activity 2025, 2022-DEFRA-Conversion-Factors-Spend 2022",,,,,,,,,,,,,,,,,
Scope,Category,Report Label,ID,UOM, [Mth1] , [Mth2] , [Mth3] , [Mth4] , [Mth5] , [Mth6] , [Mth7] , [Mth8] , [Mth9] , [Mth10] , [Mth11] , [Mth12] , Qty ,Notes
Scope 3,Purchased Goods & Services,Repair and hire of footwear       ,SPEND-PROD-2022-3-2-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Actual rentals paid by tenants       ,SPEND-PROD-2022-4-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other actual rentals         ,SPEND-PROD-2022-4-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Imputed rentals of owner occupiers       ,SPEND-PROD-2022-4-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Materials for the mainenance and repair of the dwelling   ,SPEND-PROD-2022-4-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other services for the maintenance and repair of the dwelling  ,SPEND-PROD-2022-4-3-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Water supply          ,SPEND-PROD-2022-4-4-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Refuse collection          ,SPEND-PROD-2022-4-4-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Sewage collection          ,SPEND-PROD-2022-4-4-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other services relating to the dwelling n.e.c.     ,SPEND-PROD-2022-4-4-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Electricity           ,SPEND-PROD-2022-4-5-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Gas           ,SPEND-PROD-2022-4-5-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Liquid fuels          ,SPEND-PROD-2022-4-5-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Solid fuels          ,SPEND-PROD-2022-4-5-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Heat energy          ,SPEND-PROD-2022-4-5-5,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Furniture and furnishings         ,SPEND-PROD-2022-5-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Carpets and other floor coverings       ,SPEND-PROD-2022-5-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Repair of furniture, furnishings and floor coverings     ",SPEND-PROD-2022-5-1-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Household textiles          ,SPEND-PROD-2022-5-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Major household appliances whether electric or not     ,SPEND-PROD-2022-5-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Small electric household appliances        ,SPEND-PROD-2022-5-3-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Repair of household applicances        ,SPEND-PROD-2022-5-3-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Glassware,tableware and household utensils        ",SPEND-PROD-2022-5-4-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Major tools and equipment        ,SPEND-PROD-2022-5-5-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Small tools and miscellaneous accessories       ,SPEND-PROD-2022-5-5-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Non-durable household goods         ,SPEND-PROD-2022-5-6-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Domestic services and household services       ,SPEND-PROD-2022-5-6-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Pharmaceutical products          ,SPEND-PROD-2022-6-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other medical products         ,SPEND-PROD-2022-6-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Therapeutic appliances and equipment        ,SPEND-PROD-2022-6-1-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Medical services          ,SPEND-PROD-2022-6-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Dental services          ,SPEND-PROD-2022-6-2-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Paramedical services          ,SPEND-PROD-2022-6-2-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Hospital services          ,SPEND-PROD-2022-6-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Motor cars          ,SPEND-PROD-2022-7-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Motor cycles          ,SPEND-PROD-2022-7-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Bicycles           ,SPEND-PROD-2022-7-1-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Animal drawn vehicles         ,SPEND-PROD-2022-7-1-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Spare parts and accessories for personal transport equipment    ,SPEND-PROD-2022-7-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Fuels and lubricants for personal transport equipment     ,SPEND-PROD-2022-7-2-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Maintenance and repair of personal transport equipment     ,SPEND-PROD-2022-7-2-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other services in respect of personal transport equipment    ,SPEND-PROD-2022-7-2-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Passenger transport by railway and road      ,SPEND-PROD-2022-7-3-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Passenger transport by air        ,SPEND-PROD-2022-7-3-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other transport services         ,SPEND-PROD-2022-7-3-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Postal services          ,SPEND-PROD-2022-8-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Telephone and telefax equipment        ,SPEND-PROD-2022-8-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Telephone and telefax services        ,SPEND-PROD-2022-8-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Equipment for the reception, recording and reproduction of sound and pictures ",SPEND-PROD-2022-9-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Photographic and cenematographic equipment        ,SPEND-PROD-2022-9-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Information processing equiment         ,SPEND-PROD-2022-9-1-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Recording media          ,SPEND-PROD-2022-9-1-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Repair of audio-visual, photographic and information processing equipment    ",SPEND-PROD-2022-9-1-5,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Major durables for outdoor recreation       ,SPEND-PROD-2022-9-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Musical instruments and major durables for indoor recreation    ,SPEND-PROD-2022-9-2-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Maintenance and repair of other durables for recreation and culture  ,SPEND-PROD-2022-9-2-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Games, toys and hobbies        ",SPEND-PROD-2022-9-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Equipment for sport, camping and open-air recreation     ",SPEND-PROD-2022-9-3-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Gardens, plants and flowers        ",SPEND-PROD-2022-9-3-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Pets and related products        ,SPEND-PROD-2022-9-3-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Veterinary and other services for pets      ,SPEND-PROD-2022-9-3-5,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Recreational and sporting services        ,SPEND-PROD-2022-9-4-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Cultural services          ,SPEND-PROD-2022-9-4-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Games of chance         ,SPEND-PROD-2022-9-4-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Books           ,SPEND-PROD-2022-9-5-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Newspapers and periodicals         ,SPEND-PROD-2022-9-5-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Miscellaneous printed matter         ,SPEND-PROD-2022-9-5-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Stationery and drawing materials        ,SPEND-PROD-2022-9-5-4,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Pre-primary and primary education        ,SPEND-PROD-2022-10-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Secondary education          ,SPEND-PROD-2022-10-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Post-secondary non-tertiary education         ,SPEND-PROD-2022-10-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Tertiary education          ,SPEND-PROD-2022-10-4-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Education not definable by level       ,SPEND-PROD-2022-10-5-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Restaurants, cafes and the like       ",SPEND-PROD-2022-11-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Canteens           ,SPEND-PROD-2022-11-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Accommodation services          ,SPEND-PROD-2022-11-2-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Hairdressing salons and personal grooming establishments      ,SPEND-PROD-2022-12-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Electrical appliances for personal care       ,SPEND-PROD-2022-12-1-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Other appliances, articles and products for personal care    ",SPEND-PROD-2022-12-1-3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,"Jewellery, clocks and watches        ",SPEND-PROD-2022-12-3-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other personal effects         ,SPEND-PROD-2022-12-3-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Social protection          ,SPEND-PROD-2022-12-4-1-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Insurance           ,SPEND-PROD-2022-12-5,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other financial services n.e.c.        ,SPEND-PROD-2022-12-6-2,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Other services n.e.c.         ,SPEND-PROD-2022-12-7-1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Non-profit instns serving households        ,SPEND-PROD-2022-13,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Central           ,SPEND-PROD-2022-14,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Local           ,SPEND-PROD-2022-15,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Gross fixed          ,SPEND-PROD-2022-16,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Valuables           ,SPEND-PROD-2022-17,GBP,,,,,,,,,,,,, -   ,
Scope 3,Purchased Goods & Services,Changes in inventories         ,SPEND-PROD-2022-18,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,"Fabricated metal products, excl. machinery and equipment",SPEND-SIC-2022-25OTHER,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,"Computer, electronic and optical products           ",SPEND-SIC-2022-26,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,Electrical equipment              ,SPEND-SIC-2022-27,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,Machinery and equipment n.e.c.            ,SPEND-SIC-2022-28,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,"Motor vehicles, trailers and semi-trailers           ",SPEND-SIC-2022-29,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,Ships and boats             ,SPEND-SIC-2022-30.1,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,Air and spacecraft and related machinery          ,SPEND-SIC-2022-30.3,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,Other transport equipment,SPEND-SIC-2022-30OTHER,GBP,,,,,,,,,,,,, -   ,
Scope 3,Capital Goods,Furniture               ,SPEND-SIC-2022-31,GBP,,,,,,,,,,,,, -   ,
Scope 3,Fuel & Energy Related Activities,Transmission & Distribution,13_402_4000_5_1,kWh,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,"Land transport services and transport services via pipelines, excluding rail transport     ",SPEND-SIC-2022-49.3-5,GBP,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Diesel,27_303_3081_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Petrol,27_303_3082_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Battery Electric Vehicle,27_303_3087_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Diesel,27_303_3088_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Petrol,27_303_3089_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Battery Electric Vehicle,27_303_3094_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Diesel,27_303_3095_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Petrol,27_303_3096_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3100_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Battery Electric Vehicle,27_303_3101_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Diesel,27_303_3102_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Petrol,27_303_3103_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  CNG,27_303_3104_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  LPG,27_303_3105_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Unknown,27_303_3106_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3107_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Battery Electric Vehicle,27_303_3108_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_304_3112_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_304_3116_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Rigid (>17 tonnes)  Average laden,27_304_3120_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) All rigids  Average laden,27_304_3124_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Articulated (>3.5 - 33t)  Average laden,27_304_3128_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) Articulated (>33t)  Average laden,27_304_3132_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) All artics  Average laden,27_304_3136_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV (all diesel) All HGVs  Average laden,27_304_3140_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_306_3112_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_306_3116_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>17 tonnes)  Average laden,27_306_3120_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) All rigids  Average laden,27_306_3124_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>3.5 - 33t)  Average laden,27_306_3128_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>33t)  Average laden,27_306_3132_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) All artics  Average laden,27_306_3136_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Upstream Transportation & Distribution,HGV refrigerated (all diesel) All HGVs  Average laden,27_306_3140_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Average Construction,20_500_5173_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Household,20_507_5285_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Commercial & Industrial,20_507_5313_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal WEEE Mixed,20_503_5334_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Scrap Metal,20_504_5369_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Average Plastics,20_505_5383_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Waste Disposal Paper & Board Mixed,20_506_5453_15_1,kg,,,,,,,,,,,,, -   ,
Scope 3,Waste Generated in Operations,Water Treatment           ,18_405_4006_1_1,m3,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Small car Diesel,25_301_3045_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Small car Petrol,25_301_3046_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Small car Unknown,25_301_3050_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Small car Plug-in Hybrid Electric Vehicle,25_301_3051_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Small car Battery Electric Vehicle,25_301_3052_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Medium car Diesel,25_301_3053_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Medium car Petrol,25_301_3054_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Medium car Unknown,25_301_3058_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Medium car Plug-in Hybrid Electric Vehicle,25_301_3059_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Medium car Battery Electric Vehicle,25_301_3060_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Large car Diesel,25_301_3061_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Large car Petrol,25_301_3062_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Large car Unknown,25_301_3066_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Large car Plug-in Hybrid Electric Vehicle,25_301_3067_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Large car Battery Electric Vehicle,25_301_3068_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Average car Diesel,25_301_3069_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Average car Petrol,25_301_3070_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Average car Unknown,25_301_3074_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Average car Plug-in Hybrid Electric Vehicle,25_301_3075_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Cars Average car Battery Electric Vehicle,25_301_3076_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Motorbike Small ,25_302_3077_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Motorbike Medium ,25_302_3078_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Motorbike Large ,25_302_3079_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Motorbike Average ,25_302_3080_9_1,miles,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Rail National rail ,25_315_3147_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Rail International rail ,25_315_3148_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Rail Light rail and tram ,25_315_3149_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Rail London Underground ,25_315_3150_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Domestic, to/from UK Average passenger",21_316_3161_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Short-haul, to/from UK Economy class",21_316_3165_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Short-haul, to/from UK Business class",21_316_3167_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Average passenger",21_316_3169_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Economy class",21_316_3171_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Premium economy class",21_316_3173_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK Business class",21_316_3175_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights Long-haul, to/from UK First class",21_316_3177_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Average passenger",21_316_3179_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Economy class",21_316_3181_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Premium economy class",21_316_3183_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK Business class",21_316_3185_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Flights International, to/from non-UK First class",21_316_3187_11_1,km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Ferry Foot passenger ,23_318_3188_11_1,passenger.km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Ferry Car passenger ,23_318_3189_11_1,passenger.km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Ferry Average (all passenger) ,23_318_3190_11_1,passenger.km,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay UK ,29_600_4000_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay UK (London) ,29_600_4001_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Australia ,29_600_4003_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Belgium ,29_600_4005_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Brazil ,29_600_4006_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Canada ,29_600_4007_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Chile ,29_600_4008_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay China ,29_600_4009_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Colombia ,29_600_4010_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Costa Rica ,29_600_4011_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Egypt ,29_600_4013_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay France ,29_600_4016_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Germany ,29_600_4017_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,"Hotel stay Hong Kong, China ",29_600_4019_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay India ,29_600_4020_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Indonesia ,29_600_4021_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Italy ,29_600_4024_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Japan ,29_600_4025_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Jordan ,29_600_4026_13_1,Night,,,,,,,,,,,,, -   ,
Scope 3,Business Travel,Hotel stay Korea ,29_600_4028_13_1,Night,,,,,,,,,,,,, -   ,
