Client Name:,Bushy Tails,Job Number:,DUMMY-2026-0005-01,,,,,,,,,,,,,,,,,,,,
Site Name:,Bristol,Report From:,,To:,,,,,,,,,,,,,,,,,,,
Data Files:,"2025-DESNZ-Conversion-Factors-Activity 2025, 2025-DESNZ-Conversion-Factors-Activity 2025, 2022-DEFRA-Conversion-Factors-Spend 2022",,,,,,,,,,,,,,,,,,,,,,
Scope,Category,Report Label,ID,UOM,GHG Unit,Factor, Qty , [Mth1] , [Mth2] , [Mth3] , [Mth4] , [Mth5] , [Mth6] , [Mth7] , [Mth8] , [Mth9] , [Mth10] , [Mth11] , [Mth12] , tCO2e , Apply , tCO2e ,Notes
Scope 3,Purchased Goods & Services,"Insurance, reinsurance and pension funding services, except compulsory social security      ",SPEND-SIC-2022-65.1-2,GBP,kg CO2e,0.082052118,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Services auxiliary to financial services and insurance services        ,SPEND-SIC-2022-66,GBP,kg CO2e,0.076702537,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Real estate services, excluding on a fee or contract basis and imputed rent   ",SPEND-SIC-2022-68.12,GBP,kg CO2e,0.118473253,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Owner-Occupiers' Housing Services             ,SPEND-SIC-2022-68.2IMP,GBP,kg CO2e,0.034922923,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Real estate services on a fee or contract basis       ,SPEND-SIC-2022-68.3,GBP,kg CO2e,0.089460984,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Legal services              ,SPEND-SIC-2022-69.1,GBP,kg CO2e,0.051787355,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Accounting, bookkeeping and auditing services; tax consulting services        ",SPEND-SIC-2022-69.2,GBP,kg CO2e,0.068713435,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Services of head offices; management consulting services         ,SPEND-SIC-2022-70,GBP,kg CO2e,0.118043985,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Architectural and engineering services; technical testing and analysis services       ,SPEND-SIC-2022-71,GBP,kg CO2e,0.190254046,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Scientific research and development services           ,SPEND-SIC-2022-72,GBP,kg CO2e,0.192073676,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Advertising and market research services           ,SPEND-SIC-2022-73,GBP,kg CO2e,0.101473578,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Other professional, scientific and technical services          ",SPEND-SIC-2022-74,GBP,kg CO2e,0.150720587,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Veterinary services              ,SPEND-SIC-2022-75,GBP,kg CO2e,0.100277434,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Employment services              ,SPEND-SIC-2022-78,GBP,kg CO2e,0.061113474,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Travel agency, tour operator and other reservation services and related services     ",SPEND-SIC-2022-79,GBP,kg CO2e,0.366330234,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Security and investigation services            ,SPEND-SIC-2022-80,GBP,kg CO2e,0.085321897,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Services to buildings and landscape           ,SPEND-SIC-2022-81,GBP,kg CO2e,0.164719886,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Office administrative, office support and other business support services       ",SPEND-SIC-2022-82,GBP,kg CO2e,0.202389645,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Public administration and defence services; compulsory social security services       ,SPEND-SIC-2022-84,GBP,kg CO2e,0.266428096,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Education services              ,SPEND-SIC-2022-85,GBP,kg CO2e,0.135948005,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Human health services             ,SPEND-SIC-2022-86,GBP,kg CO2e,0.214496503,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Residential care services             ,SPEND-SIC-2022-87,GBP,kg CO2e,0.142650606,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Social work services without accommodation           ,SPEND-SIC-2022-88,GBP,kg CO2e,0.161854969,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Creative, arts and entertainment services           ",SPEND-SIC-2022-90,GBP,kg CO2e,0.449753363,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Libraries, archives, museums and other cultural services         ",SPEND-SIC-2022-91,GBP,kg CO2e,0.231689799,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Gambling and betting services            ,SPEND-SIC-2022-92,GBP,kg CO2e,0.133333916,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Sports services and amusement and recreation services         ,SPEND-SIC-2022-93,GBP,kg CO2e,0.246134871,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Services furnished by membership organisations           ,SPEND-SIC-2022-94,GBP,kg CO2e,0.17640517,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Repair services of computers and personal and household goods       ,SPEND-SIC-2022-95,GBP,kg CO2e,0.146537783,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other personal services             ,SPEND-SIC-2022-96,GBP,kg CO2e,0.091452542,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Services of households as employers of domestic personnel        ,SPEND-SIC-2022-97,GBP,kg CO2e,0.045116825,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Bread and cereals         ,SPEND-PROD-2022-1-1-1,GBP,kg CO2e,0.76111146,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Meat           ,SPEND-PROD-2022-1-1-2,GBP,kg CO2e,2.78737453,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Fish and seafood         ,SPEND-PROD-2022-1-1-3,GBP,kg CO2e,0.224275224,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Milk, cheese and eggs        ",SPEND-PROD-2022-1-1-4,GBP,kg CO2e,0.703554159,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Oils and fats         ,SPEND-PROD-2022-1-1-5,GBP,kg CO2e,0.15532797,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Fruit           ,SPEND-PROD-2022-1-1-6,GBP,kg CO2e,0.134961389,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Vegetables           ,SPEND-PROD-2022-1-1-7,GBP,kg CO2e,0.134961389,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Sugar, jam, honey, chocolate and confectionery      ",SPEND-PROD-2022-1-1-8,GBP,kg CO2e,0.227290803,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Food products n.e.c.         ,SPEND-PROD-2022-1-1-9,GBP,kg CO2e,0.227290803,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Coffee, tea and cocoa        ",SPEND-PROD-2022-1-2-1,GBP,kg CO2e,0.121170208,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Mineral waters, soft drinks, fruit and vegetable juices    ",SPEND-PROD-2022-1-2-2,GBP,kg CO2e,0.688322892,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Spirits           ,SPEND-PROD-2022-2-1-1,GBP,kg CO2e,0.316639252,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Wine           ,SPEND-PROD-2022-2-1-2,GBP,kg CO2e,0.316639252,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Beer           ,SPEND-PROD-2022-2-1-3,GBP,kg CO2e,0.316639252,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Tobacco           ,SPEND-PROD-2022-2-2-1,GBP,kg CO2e,0.308414171,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Clothing materials          ,SPEND-PROD-2022-3-1-1,GBP,kg CO2e,2.974903463,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Garments           ,SPEND-PROD-2022-3-1-2,GBP,kg CO2e,0.350930538,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other articles of clothing and clothing accessories     ,SPEND-PROD-2022-3-1-3,GBP,kg CO2e,3.676272152,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Cleaning, repair and hire of clothing      ",SPEND-PROD-2022-3-1-4,GBP,kg CO2e,0.054741018,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Shoes and other footwear        ,SPEND-PROD-2022-3-2-1,GBP,kg CO2e,0.27658916,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Repair and hire of footwear       ,SPEND-PROD-2022-3-2-2,GBP,kg CO2e,0.407546866,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Actual rentals paid by tenants       ,SPEND-PROD-2022-4-1-1,GBP,kg CO2e,0.124275383,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other actual rentals         ,SPEND-PROD-2022-4-1-2,GBP,kg CO2e,0.124275383,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Imputed rentals of owner occupiers       ,SPEND-PROD-2022-4-2-1,GBP,kg CO2e,0.008635068,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Materials for the mainenance and repair of the dwelling   ,SPEND-PROD-2022-4-3-1,GBP,kg CO2e,0.331020297,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other services for the maintenance and repair of the dwelling  ,SPEND-PROD-2022-4-3-2,GBP,kg CO2e,0.331020297,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Water supply          ,SPEND-PROD-2022-4-4-1,GBP,kg CO2e,0.196119303,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Refuse collection          ,SPEND-PROD-2022-4-4-2,GBP,kg CO2e,0.196119303,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Sewage collection          ,SPEND-PROD-2022-4-4-3,GBP,kg CO2e,0.196119303,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other services relating to the dwelling n.e.c.     ,SPEND-PROD-2022-4-4-4,GBP,kg CO2e,0.196119303,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Electricity           ,SPEND-PROD-2022-4-5-1,GBP,kg CO2e,1.128334962,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Gas           ,SPEND-PROD-2022-4-5-2,GBP,kg CO2e,3.382376068,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Liquid fuels          ,SPEND-PROD-2022-4-5-3,GBP,kg CO2e,3.334227123,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Solid fuels          ,SPEND-PROD-2022-4-5-4,GBP,kg CO2e,2.168471233,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Heat energy          ,SPEND-PROD-2022-4-5-5,GBP,kg CO2e,0.307574531,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Furniture and furnishings         ,SPEND-PROD-2022-5-1-1,GBP,kg CO2e,0.376773112,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Carpets and other floor coverings       ,SPEND-PROD-2022-5-1-2,GBP,kg CO2e,0.909767293,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Repair of furniture, furnishings and floor coverings     ",SPEND-PROD-2022-5-1-3,GBP,kg CO2e,0,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Household textiles          ,SPEND-PROD-2022-5-2-1,GBP,kg CO2e,1.61998366,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Major household appliances whether electric or not     ,SPEND-PROD-2022-5-3-1,GBP,kg CO2e,0.707713065,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Small electric household appliances        ,SPEND-PROD-2022-5-3-2,GBP,kg CO2e,0.707713065,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Repair of household applicances        ,SPEND-PROD-2022-5-3-3,GBP,kg CO2e,0.850397818,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Glassware,tableware and household utensils        ",SPEND-PROD-2022-5-4-1,GBP,kg CO2e,1.210727001,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Major tools and equipment        ,SPEND-PROD-2022-5-5-1,GBP,kg CO2e,0.248108282,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Small tools and miscellaneous accessories       ,SPEND-PROD-2022-5-5-2,GBP,kg CO2e,0.248108282,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Non-durable household goods         ,SPEND-PROD-2022-5-6-1,GBP,kg CO2e,0.20501435,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Domestic services and household services       ,SPEND-PROD-2022-5-6-2,GBP,kg CO2e,0.05918509,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Pharmaceutical products          ,SPEND-PROD-2022-6-1-1,GBP,kg CO2e,0.54625656,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other medical products         ,SPEND-PROD-2022-6-1-2,GBP,kg CO2e,0.54625656,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Therapeutic appliances and equipment        ,SPEND-PROD-2022-6-1-3,GBP,kg CO2e,0.23118133,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Medical services          ,SPEND-PROD-2022-6-2-1,GBP,kg CO2e,0.259588751,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Dental services          ,SPEND-PROD-2022-6-2-2,GBP,kg CO2e,0.259588751,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Paramedical services          ,SPEND-PROD-2022-6-2-3,GBP,kg CO2e,0.259588751,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Hospital services          ,SPEND-PROD-2022-6-3-1,GBP,kg CO2e,27.82898965,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Motor cars          ,SPEND-PROD-2022-7-1-1,GBP,kg CO2e,0.40412917,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Motor cycles          ,SPEND-PROD-2022-7-1-2,GBP,kg CO2e,0.172012677,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Bicycles           ,SPEND-PROD-2022-7-1-3,GBP,kg CO2e,0.172012677,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Animal drawn vehicles         ,SPEND-PROD-2022-7-1-4,GBP,kg CO2e,0,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Spare parts and accessories for personal transport equipment    ,SPEND-PROD-2022-7-2-1,GBP,kg CO2e,0.172063967,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Fuels and lubricants for personal transport equipment     ,SPEND-PROD-2022-7-2-2,GBP,kg CO2e,2.535817998,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Maintenance and repair of personal transport equipment     ,SPEND-PROD-2022-7-2-3,GBP,kg CO2e,0.358333296,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other services in respect of personal transport equipment    ,SPEND-PROD-2022-7-2-4,GBP,kg CO2e,0.236494718,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Passenger transport by railway and road      ,SPEND-PROD-2022-7-3-1-2,GBP,kg CO2e,1.593856023,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Passenger transport by air        ,SPEND-PROD-2022-7-3-3,GBP,kg CO2e,0.502057801,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other transport services         ,SPEND-PROD-2022-7-3-4,GBP,kg CO2e,19.32881681,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Postal services          ,SPEND-PROD-2022-8-1-1,GBP,kg CO2e,0.362254918,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Telephone and telefax equipment        ,SPEND-PROD-2022-8-2-1,GBP,kg CO2e,1.491458438,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Telephone and telefax services        ,SPEND-PROD-2022-8-3-1,GBP,kg CO2e,0.181045222,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Equipment for the reception, recording and reproduction of sound and pictures ",SPEND-PROD-2022-9-1-1,GBP,kg CO2e,1.463720643,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Photographic and cenematographic equipment        ,SPEND-PROD-2022-9-1-2,GBP,kg CO2e,1.261969692,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Information processing equiment         ,SPEND-PROD-2022-9-1-3,GBP,kg CO2e,1.261969692,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Recording media          ,SPEND-PROD-2022-9-1-4,GBP,kg CO2e,1.653473614,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Repair of audio-visual, photographic and information processing equipment    ",SPEND-PROD-2022-9-1-5,GBP,kg CO2e,1.261969692,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Major durables for outdoor recreation       ,SPEND-PROD-2022-9-2-1,GBP,kg CO2e,0.940213894,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Musical instruments and major durables for indoor recreation    ,SPEND-PROD-2022-9-2-2,GBP,kg CO2e,0.644560205,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Maintenance and repair of other durables for recreation and culture  ,SPEND-PROD-2022-9-2-3,GBP,kg CO2e,0.715351726,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Games, toys and hobbies        ",SPEND-PROD-2022-9-3-1,GBP,kg CO2e,0.840221704,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Equipment for sport, camping and open-air recreation     ",SPEND-PROD-2022-9-3-2,GBP,kg CO2e,3.074843539,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Gardens, plants and flowers        ",SPEND-PROD-2022-9-3-3,GBP,kg CO2e,0.356333528,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Pets and related products        ,SPEND-PROD-2022-9-3-4,GBP,kg CO2e,2.133092718,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Veterinary and other services for pets      ,SPEND-PROD-2022-9-3-5,GBP,kg CO2e,0.689468913,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Recreational and sporting services        ,SPEND-PROD-2022-9-4-1,GBP,kg CO2e,0.177522642,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Cultural services          ,SPEND-PROD-2022-9-4-2,GBP,kg CO2e,0.312925249,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Games of chance         ,SPEND-PROD-2022-9-4-3,GBP,kg CO2e,2.069348149,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Books           ,SPEND-PROD-2022-9-5-1,GBP,kg CO2e,0.603785503,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Newspapers and periodicals         ,SPEND-PROD-2022-9-5-2,GBP,kg CO2e,0.603785503,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Miscellaneous printed matter         ,SPEND-PROD-2022-9-5-3,GBP,kg CO2e,0.603785503,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Stationery and drawing materials        ,SPEND-PROD-2022-9-5-4,GBP,kg CO2e,0.603785503,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Pre-primary and primary education        ,SPEND-PROD-2022-10-1-1,GBP,kg CO2e,0.395229419,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Secondary education          ,SPEND-PROD-2022-10-2-1,GBP,kg CO2e,0.395229419,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Post-secondary non-tertiary education         ,SPEND-PROD-2022-10-3-1,GBP,kg CO2e,0.395229419,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Tertiary education          ,SPEND-PROD-2022-10-4-1,GBP,kg CO2e,0.395229419,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Education not definable by level       ,SPEND-PROD-2022-10-5-1,GBP,kg CO2e,0.395229419,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Restaurants, cafes and the like       ",SPEND-PROD-2022-11-1-1,GBP,kg CO2e,0.842888291,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Canteens           ,SPEND-PROD-2022-11-1-2,GBP,kg CO2e,0.842888291,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Accommodation services          ,SPEND-PROD-2022-11-2-1,GBP,kg CO2e,0.467596442,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Hairdressing salons and personal grooming establishments      ,SPEND-PROD-2022-12-1-1,GBP,kg CO2e,0.463321798,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Electrical appliances for personal care       ,SPEND-PROD-2022-12-1-2,GBP,kg CO2e,0.463321798,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Other appliances, articles and products for personal care    ",SPEND-PROD-2022-12-1-3,GBP,kg CO2e,0.463321798,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,"Jewellery, clocks and watches        ",SPEND-PROD-2022-12-3-1,GBP,kg CO2e,0.463321798,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other personal effects         ,SPEND-PROD-2022-12-3-2,GBP,kg CO2e,0.463321798,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Social protection          ,SPEND-PROD-2022-12-4-1-1,GBP,kg CO2e,0.389791308,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Insurance           ,SPEND-PROD-2022-12-5,GBP,kg CO2e,0.389791308,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other financial services n.e.c.        ,SPEND-PROD-2022-12-6-2,GBP,kg CO2e,0.389791308,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Other services n.e.c.         ,SPEND-PROD-2022-12-7-1,GBP,kg CO2e,0.389791308,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Non-profit instns serving households        ,SPEND-PROD-2022-13,GBP,kg CO2e,0.143184788,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Central           ,SPEND-PROD-2022-14,GBP,kg CO2e,0.223119312,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Local           ,SPEND-PROD-2022-15,GBP,kg CO2e,0.26744419,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Gross fixed          ,SPEND-PROD-2022-16,GBP,kg CO2e,0.268464916,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Valuables           ,SPEND-PROD-2022-17,GBP,kg CO2e,0.206743952,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Purchased Goods & Services,Changes in inventories         ,SPEND-PROD-2022-18,GBP,kg CO2e,0.28540112,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,"Fabricated metal products, excl. machinery and equipment",SPEND-SIC-2022-25OTHER,GBP,kg CO2e,0.695731865,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,"Computer, electronic and optical products           ",SPEND-SIC-2022-26,GBP,kg CO2e,0.507436829,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,Electrical equipment              ,SPEND-SIC-2022-27,GBP,kg CO2e,0.941525621,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,Machinery and equipment n.e.c.            ,SPEND-SIC-2022-28,GBP,kg CO2e,0.58039245,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,"Motor vehicles, trailers and semi-trailers           ",SPEND-SIC-2022-29,GBP,kg CO2e,0.545797828,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,Ships and boats             ,SPEND-SIC-2022-30.1,GBP,kg CO2e,0.301787744,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,Air and spacecraft and related machinery          ,SPEND-SIC-2022-30.3,GBP,kg CO2e,0.410461628,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,Other transport equipment,SPEND-SIC-2022-30OTHER,GBP,kg CO2e,0.404691813,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Capital Goods,Furniture               ,SPEND-SIC-2022-31,GBP,kg CO2e,0.516389082,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Fuel & Energy Related Activities,Transmission & Distribution,13_402_4000_5_1,kWh,kg CO2e,0.01853,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Upstream Transportation & Distribution,"Land transport services and transport services via pipelines, excluding rail transport     ",SPEND-SIC-2022-49.3-5,GBP,kg CO2e,0.63592581,,,,,,,,,,,,,, -   ,100%, -   ,
