Client Name:,Bushy Tails,Job Number:,DUMMY-2026-0005-01,,,,,,,,,,,,,,,,,,,,
Site Name:,Bristol,Report From:,,To:,,,,,,,,,,,,,,,,,,,
Data Files:,"2025-DESNZ-Conversion-Factors-Activity 2025, 2025-DESNZ-Conversion-Factors-Activity 2025, 2022-DEFRA-Conversion-Factors-Spend 2022",,,,,,,,,,,,,,,,,,,,,,
Scope,Category,Report Label,ID,UOM,GHG Unit,Factor, Qty , [Mth1] , [Mth2] , [Mth3] , [Mth4] , [Mth5] , [Mth6] , [Mth7] , [Mth8] , [Mth9] , [Mth10] , [Mth11] , [Mth12] , tCO2e , Apply , tCO2e ,Notes
Scope 3,Employee Commuting,"Flights International, to/from non-UK Business class",21_316_3185_11_1,km,kg CO2e, 0.18701 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,"Flights International, to/from non-UK First class",21_316_3187_11_1,km,kg CO2e, 0.25794 ,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Employee Commuting,Ferry Foot passenger ,23_318_3188_11_1,passenger.km,kg CO2e,0.01871,,,,,,,,,,,,,, -   ,200%, -   ,
Scope 3,Employee Commuting,Ferry Car passenger ,23_318_3189_11_1,passenger.km,kg CO2e,0.12933,,,,,,,,,,,,,, -   ,300%, -   ,
Scope 3,Employee Commuting,Ferry Average (all passenger) ,23_318_3190_11_1,passenger.km,kg CO2e,0.1127,,,,,,,,,,,,,, -   ,400%, -   ,
Scope 3,Upstream Leased Assets,Rental and leasing services            ,SPEND-SIC-2022-77,GBP,kg CO2e,0.149869294,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,"Land transport services and transport services via pipelines, excluding rail transport       ",SPEND-SIC-2022-49.3-5,GBP,kg CO2e,0.63592581,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Diesel,27_303_3081_9_1,miles,kg CO2e,0.25329,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Petrol,27_303_3082_9_1,miles,kg CO2e,0.3249,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class I (up to 1.305 tonnes)  Battery Electric Vehicle,27_303_3087_9_1,miles,kg CO2e,0.06113,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Diesel,27_303_3088_9_1,miles,kg CO2e,0.30996,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Petrol,27_303_3089_9_1,miles,kg CO2e,0.33594,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class II (1.305 to 1.74 tonnes)  Battery Electric Vehicle,27_303_3094_9_1,miles,kg CO2e,0.09298,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Diesel,27_303_3095_9_1,miles,kg CO2e,0.44866,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Petrol,27_303_3096_9_1,miles,kg CO2e,0.54468,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3100_9_1,miles,kg CO2e,0.23485,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Class III (1.74 to 3.5 tonnes)  Battery Electric Vehicle,27_303_3101_9_1,miles,kg CO2e,0.12246,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Diesel,27_303_3102_9_1,miles,kg CO2e,0.41138,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Petrol,27_303_3103_9_1,miles,kg CO2e,0.34336,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  CNG,27_303_3104_9_1,miles,kg CO2e,0.40415,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  LPG,27_303_3105_9_1,miles,kg CO2e,0.44433,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Unknown,27_303_3106_9_1,miles,kg CO2e,0.40926,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Plug-in Hybrid Electric Vehicle,27_303_3107_9_1,miles,kg CO2e,0.23485,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,Vans Average (up to 3.5 tonnes)  Battery Electric Vehicle,27_303_3108_9_1,miles,kg CO2e,0.11228,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_304_3112_9_1,miles,kg CO2e,0.79738,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_304_3116_9_1,miles,kg CO2e,0.97367,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Rigid (>17 tonnes)  Average laden,27_304_3120_9_1,miles,kg CO2e,1.59575,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) All rigids  Average laden,27_304_3124_9_1,miles,kg CO2e,1.34783,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Articulated (>3.5 - 33t)  Average laden,27_304_3128_9_1,miles,kg CO2e,1.26285,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) Articulated (>33t)  Average laden,27_304_3132_9_1,miles,kg CO2e,1.50346,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) All artics  Average laden,27_304_3136_9_1,miles,kg CO2e,1.49432,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV (all diesel) All HGVs  Average laden,27_304_3140_9_1,miles,kg CO2e,1.43425,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>3.5 - 7.5 tonnes)  Average laden,27_306_3112_9_1,miles,kg CO2e,0.94959,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>7.5 tonnes-17 tonnes)  Average laden,27_306_3116_9_1,miles,kg CO2e,1.15952,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Rigid (>17 tonnes)  Average laden,27_306_3120_9_1,miles,kg CO2e,1.90036,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) All rigids  Average laden,27_306_3124_9_1,miles,kg CO2e,1.60513,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>3.5 - 33t)  Average laden,27_306_3128_9_1,miles,kg CO2e,1.46061,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) Articulated (>33t)  Average laden,27_306_3132_9_1,miles,kg CO2e,1.7389,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) All artics  Average laden,27_306_3136_9_1,miles,kg CO2e,1.72834,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Transportation & Distribution,HGV refrigerated (all diesel) All HGVs  Average laden,27_306_3140_9_1,miles,kg CO2e,1.67891,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Downstream Leased Assets,Rental and leasing services            ,SPEND-SIC-2022-77,GBP,kg CO2e,0.149869294,,,,,,,,,,,,,, -   ,100%, -   ,
Scope 3,Investments,Pensions,SPEND-SIC-2022-65.1-2,GBP,kg CO2e,0.082052118,,,,,,,,,,,,,, -   ,100%, -   ,
