Year,ID,Method,Scope,Category ,Level 2,Level 3,Level 4,Report Label,UOM,GHG/Unit,GHG Conversion Factor 2025,Valid From,Valid To,Source
2025,6_301_3053_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Diesel,SECR kWh pass & delivery vehs Cars (by size) Medium car Diesel,km,kWh (Net CV),0.66377,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3054_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Petrol,SECR kWh pass & delivery vehs Cars (by size) Medium car Petrol,km,kWh (Net CV),0.75592,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3055_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Hybrid,SECR kWh pass & delivery vehs Cars (by size) Medium car Hybrid,km,kWh (Net CV),0.47641,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3056_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,CNG,SECR kWh pass & delivery vehs Cars (by size) Medium car CNG,km,kWh (Net CV),0.75592,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3057_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,LPG,SECR kWh pass & delivery vehs Cars (by size) Medium car LPG,km,kWh (Net CV),0.75592,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3058_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Unknown,SECR kWh pass & delivery vehs Cars (by size) Medium car Unknown,km,kWh (Net CV),0.70622,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3059_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Medium car Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.33596,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3060_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Battery Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Medium car Battery Electric Vehicle,km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3053_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Diesel,SECR kWh pass & delivery vehs Cars (by size) Medium car Diesel,miles,kWh (Net CV),1.06824,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3054_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Petrol,SECR kWh pass & delivery vehs Cars (by size) Medium car Petrol,miles,kWh (Net CV),1.21653,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3055_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Hybrid,SECR kWh pass & delivery vehs Cars (by size) Medium car Hybrid,miles,kWh (Net CV),0.7667,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3056_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,CNG,SECR kWh pass & delivery vehs Cars (by size) Medium car CNG,miles,kWh (Net CV),1.21653,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3057_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,LPG,SECR kWh pass & delivery vehs Cars (by size) Medium car LPG,miles,kWh (Net CV),1.21653,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3058_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Unknown,SECR kWh pass & delivery vehs Cars (by size) Medium car Unknown,miles,kWh (Net CV),1.13655,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3059_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Medium car Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.54068,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3060_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Medium car,Battery Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Medium car Battery Electric Vehicle,miles,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3061_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Diesel,SECR kWh pass & delivery vehs Cars (by size) Large car Diesel,km,kWh (Net CV),0.8134,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3062_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Petrol,SECR kWh pass & delivery vehs Cars (by size) Large car Petrol,km,kWh (Net CV),1.16215,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3063_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Hybrid,SECR kWh pass & delivery vehs Cars (by size) Large car Hybrid,km,kWh (Net CV),0.62334,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3064_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,CNG,SECR kWh pass & delivery vehs Cars (by size) Large car CNG,km,kWh (Net CV),1.16215,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3065_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,LPG,SECR kWh pass & delivery vehs Cars (by size) Large car LPG,km,kWh (Net CV),1.16215,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3066_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Unknown,SECR kWh pass & delivery vehs Cars (by size) Large car Unknown,km,kWh (Net CV),0.90586,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3067_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Large car Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.43227,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3068_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Battery Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Large car Battery Electric Vehicle,km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3061_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Diesel,SECR kWh pass & delivery vehs Cars (by size) Large car Diesel,miles,kWh (Net CV),1.30903,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3062_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Petrol,SECR kWh pass & delivery vehs Cars (by size) Large car Petrol,miles,kWh (Net CV),1.87031,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3063_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Hybrid,SECR kWh pass & delivery vehs Cars (by size) Large car Hybrid,miles,kWh (Net CV),1.00316,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3064_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,CNG,SECR kWh pass & delivery vehs Cars (by size) Large car CNG,miles,kWh (Net CV),1.87031,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3065_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,LPG,SECR kWh pass & delivery vehs Cars (by size) Large car LPG,miles,kWh (Net CV),1.87031,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3066_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Unknown,SECR kWh pass & delivery vehs Cars (by size) Large car Unknown,miles,kWh (Net CV),1.45784,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3067_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Large car Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.69566,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3068_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Large car,Battery Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Large car Battery Electric Vehicle,miles,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3069_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Diesel,SECR kWh pass & delivery vehs Cars (by size) Average car Diesel,km,kWh (Net CV),0.66887,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3070_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Petrol,SECR kWh pass & delivery vehs Cars (by size) Average car Petrol,km,kWh (Net CV),0.70374,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3071_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Hybrid,SECR kWh pass & delivery vehs Cars (by size) Average car Hybrid,km,kWh (Net CV),0.52624,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3072_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,CNG,SECR kWh pass & delivery vehs Cars (by size) Average car CNG,km,kWh (Net CV),0.85033,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3073_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,LPG,SECR kWh pass & delivery vehs Cars (by size) Average car LPG,km,kWh (Net CV),0.85033,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3074_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Unknown,SECR kWh pass & delivery vehs Cars (by size) Average car Unknown,km,kWh (Net CV),0.68773,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3075_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Average car Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.39517,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3076_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Battery Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Average car Battery Electric Vehicle,km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3069_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Diesel,SECR kWh pass & delivery vehs Cars (by size) Average car Diesel,miles,kWh (Net CV),1.07644,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3070_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Petrol,SECR kWh pass & delivery vehs Cars (by size) Average car Petrol,miles,kWh (Net CV),1.13256,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3071_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Hybrid,SECR kWh pass & delivery vehs Cars (by size) Average car Hybrid,miles,kWh (Net CV),0.8469,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3072_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,CNG,SECR kWh pass & delivery vehs Cars (by size) Average car CNG,miles,kWh (Net CV),1.36847,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3073_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,LPG,SECR kWh pass & delivery vehs Cars (by size) Average car LPG,miles,kWh (Net CV),1.36847,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3074_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Unknown,SECR kWh pass & delivery vehs Cars (by size) Average car Unknown,miles,kWh (Net CV),1.10679,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3075_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Average car Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.63596,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_301_3076_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Cars (by size),Average car,Battery Electric Vehicle,SECR kWh pass & delivery vehs Cars (by size) Average car Battery Electric Vehicle,miles,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3077_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Small,,SECR kWh pass & delivery vehs Motorbike Small ,km,kWh (Net CV),0.33622,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3077_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Small,,SECR kWh pass & delivery vehs Motorbike Small ,miles,kWh (Net CV),0.5411,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3078_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Medium,,SECR kWh pass & delivery vehs Motorbike Medium ,km,kWh (Net CV),0.40813,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3078_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Medium,,SECR kWh pass & delivery vehs Motorbike Medium ,miles,kWh (Net CV),0.65682,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3079_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Large,,SECR kWh pass & delivery vehs Motorbike Large ,km,kWh (Net CV),0.54296,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3079_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Large,,SECR kWh pass & delivery vehs Motorbike Large ,miles,kWh (Net CV),0.8738,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3080_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Average,,SECR kWh pass & delivery vehs Motorbike Average ,km,kWh (Net CV),0.46265,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_302_3080_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Motorbike,Average,,SECR kWh pass & delivery vehs Motorbike Average ,miles,kWh (Net CV),0.74456,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3081_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Diesel,tonne.km,kWh (Net CV),3.37629,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3082_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Petrol,tonne.km,kWh (Net CV),6.18982,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3087_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Battery Electric Vehicle,tonne.km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3081_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Diesel,km,kWh (Net CV),0.60782,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3082_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Petrol,km,kWh (Net CV),0.8737,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3087_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Battery Electric Vehicle,km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3081_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Diesel,miles,kWh (Net CV),0.97819,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3082_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Petrol,miles,kWh (Net CV),1.40608,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3087_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class I (up to 1.305 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class I (up to 1.305 tonnes) Battery Electric Vehicle,miles,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3088_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Diesel,tonne.km,kWh (Net CV),2.4197,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3089_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Petrol,tonne.km,kWh (Net CV),3.52978,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3094_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Battery Electric Vehicle,tonne.km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3088_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Diesel,km,kWh (Net CV),0.74527,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3089_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Petrol,km,kWh (Net CV),0.90349,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3094_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Battery Electric Vehicle,km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3088_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Diesel,miles,kWh (Net CV),1.19939,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3089_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Petrol,miles,kWh (Net CV),1.45403,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3094_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class II (1.305 to 1.74 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class II (1.305 to 1.74 tonnes) Battery Electric Vehicle,miles,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3095_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Diesel,tonne.km,kWh (Net CV),2.43865,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3096_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Petrol,tonne.km,kWh (Net CV),3.62274,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3100_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.41725,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3101_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Battery Electric Vehicle,tonne.km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3095_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Diesel,km,kWh (Net CV),1.08164,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3096_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Petrol,km,kWh (Net CV),1.46679,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3100_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Plug-in Hybrid Electric Vehicle,km,kWh (Net CV),0.55914,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3101_4_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Battery Electric Vehicle,km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3095_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Diesel,miles,kWh (Net CV),1.74073,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3096_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Petrol,miles,kWh (Net CV),2.36057,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3100_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Plug-in Hybrid Electric Vehicle,miles,kWh (Net CV),0.89985,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3101_9_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Class III (1.74 to 3.5 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Class III (1.74 to 3.5 tonnes) Battery Electric Vehicle,miles,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3102_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Diesel,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) Diesel,tonne.km,kWh (Net CV),2.44788,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3103_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Petrol,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) Petrol,tonne.km,kWh (Net CV),3.70436,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3104_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),CNG,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) CNG,tonne.km,kWh (Net CV),3.06318,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3105_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),LPG,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) LPG,tonne.km,kWh (Net CV),2.84474,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3106_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Unknown,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) Unknown,tonne.km,kWh (Net CV),2.48303,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3107_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Plug-in Hybrid Electric Vehicle,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) Plug-in Hybrid Electric Vehicle,tonne.km,kWh (Net CV),1.41725,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
2025,6_303_3108_14_5,Activity,Scope 1,SECR kWh pass & delivery vehs,Vans,Average (up to 3.5 tonnes),Battery Electric Vehicle,SECR kWh pass & delivery vehs Vans Average (up to 3.5 tonnes) Battery Electric Vehicle,tonne.km,kWh (Net CV),0,01/01/2025,31/12/2025,UK DESNZ activity-based conversion factors 2025
